ID,No. de caja,Secuencia de expedientes,No. de expediente,Contenido,Fecha,No. de Ley/Resolución/Decreto,Observaciones,Tipo de Iniciativa,Resolución / contrato
4104,30,5382-5406,5402,"Ley por virtud del cual se introducen importantes modificaciones al artículo 29 de la Ley de Impuesto sobre Sucesiones y Donaciones, No. 1306, del 10 de diciembre de 1946.",17/04/1950,Ley #2361,-,Proyecto de Ley,
4105,30,5382-5406,5403,"Proyecto de resolución aprobatoria del contrato suscrito el día 11 de abril de 1950, entre el Estado dominicano y el señor Ferrer López Guzmán.",20/04/1950,Resolución #2373,-,Resolución,
4106,30,5382-5406,5404,"Resolución aprobatoria del nombramiento diplomático expedido por el Poder Ejecutivo en favor del señor Francisco R. Salcedo Then, como segundo secretario de embajadas y legaciones. ",23/04/1950,Resolución #2371,-,Resolución,
4107,30,5382-5406,5405,"Resolución aprobatoria de los acuerdos y protocolos suscritos por representaciones de nuestro gobierno durante la conferencia celebrada en la ciudad de Annecy, desde el mes de abril de 1949 hasta el mes de septiembre del mismo año.",27/04/1950,Resolución #2372,,Resolución,
4108,30,5382-5406,5406,"Resolución aprobatoria de todos los actos realizados por el Poder Ejecutivo durante el año de 1949, por ser ajustados a la Constitución y las leyes, así como el estado de recaudación e inversión de las rentas fiscales del mismo año.",17/04/1950,Resolución #2385,-,Proyecto de Ley,
4109,31,5407-5440,5407,"Resolución aprobatoria del contrato intervenido entre el Estado dominicano y la Sociedad Inmobiliaria Italiana, C. por A., en fecha 15 de abril de 1950.",28/04/1950,Resolución #2379,-,Resolución,
4110,31,5407-5440,5408,"Resolución aprobatoria del contrato suscrito entre el Estado dominicano y el señor Samuel Armando de Moya Alonzo, en fecha 18 de abril de 1950.",29/04/1950,Resolución #2384,-,Resolución,
4111,31,5407-5440,5409,"Proyecto de resolución aprobatoria del contrato intervenido entre el Estado dominicano y el señor Florentino Gómez, en fecha 24 de marzo de 1950.",29/04/1950,Resolución #2383,No se visualiza el número de expediente ,Resolución,
4112,31,5407-5440,5410,Resolución aprobatoria de los nombramientos expedidos por el Poder Ejecutivo en favor de los señores doctor Tulio Franco y Franco como embajador extraordinario y ministro plenipotenciario en Francia, J. B. Peynado Soler como enviado extraordinario y ministro plenipotenciario en la Confederación Helvética y doctor Darío Suro como agregado cultural de la embajada dominicana en España.,06/05/1950,Resolución #2367,-,Resolución
4113,31,5407-5440,5411,"Proyecto de resolución aprobatoria del contrato intervenido entre el Estado dominicano y el señor Luis Valera Reyes, en fecha 22 de abril de 1950.",06/05/1950,Resolución #2381,,Resolución,
4114,31,5407-5440,5412,"Resolución aprobatoria del contrato intervenido entre el Estado dominicano y el señor Ramón Cámpora Bello, en fecha 22 de abril de 1950.",06/05/1950,Resolución #2380,,Resolución,
4115,31,5407-5440,5413,"Proyecto de resolución aprobatoria del contrato suscrito entre el Estado dominicano y el señor Arístides Peguero Abreu, en fecha 19 de abril de 1950.",06/05/1950,Resolución #2382,,Resolución,
4116,31,5407-5440,5414,"Ley por medio de la cual se transfiere la suma de RD$101,616.74, dentro de varios capítulos de la vigente Ley de Gastos Públicos.",09/05/1950,Resolución #2375,,Proyecto de Ley,
4117,31,5407-5440,5415,"Ley por medio de la cual se deroga la Ley No. 1648 de 14 de febrero de 1948, a fin de que los fondos a que ella se refiere se depositen en la Tesorería Nacional, para su ingreso en el Fondo Nacional de la Nación (pago a los hospitales del Estado).",10/05/1950,-,,Proyecto de Ley,
4118,31,5407-5440,5416,Ley de Patentes,11/05/1950,Ley #2378,,Proyecto de Ley,
4119,31,5407-5440,5417,Ley sobre Reglamentación de Espectáculos Públicos y Emisiones Radiofónicas.,10/05/1950,-,,Proyecto de Ley,
4120,31,5407-5440,5418,"Proyecto de resolución aprobatoria del contrato suscrito entre el Estado dominicano y el señor Rafael Lembcke, en fecha 22 del mes de abril de 1950.",11/05/1950,Resolución #2394,,Resolución,
4121,31,5407-5440,5419,"Proyecto de resolución por cuyo medio se aprueba el contrato intervenido entre el Estado dominicano y el señor Salvador Jiménez Martínez, en fecha 20 del mes de abril de 1950.",12/05/1950,Resolución #2391,,Resolución,
4122,31,5407-5440,5420,"Proyecto de ley por cuyo medio se aprueba el contrato suscrito entre el Estado dominicano y el señor Oscar A. Ariza, en fecha 19 del mes de abril de 1950.",12/05/1950,Resolución #2392,,Proyecto de Ley,
4123,31,5407-5440,5421,"Proyecto de resolución aprobatoria del contrato intervenido entre el Estado dominicano y el señor Carlos Manuel Pineda, en fecha 22 de abril de 1950.",12/05/1950,Resolución #2395,,Resolución,
4124,31,5407-5440,5422,"Proyecto de ley por virtud del cual se modifican los párrafos 373, 375, 377 apartado b); 906, 907, 927 apartado b) 980 con su apartado a); 981 con su apartado a) y 982 con su apartado a) del Arancel de Importación y Exportación, y se suprime la nota del párrafo 981 del mismo arancel. ",12/05/1950,Ley #2386,,Proyecto de Ley,
4125,31,5407-5440,5423,"Proyecto de resolución aprobatoria del contrato suscrito entre el Estado dominicano y el señor Hermógenes Jáquez Jiménez, en fecha 5 de abril de 1950.",14/05/1950,Resolución #2393,,Resolución,
4126,31,5407-5440,5424,"Proyecto de ley por medio del cual se modifica el párrafo IV del artículo 40 de la Ley sobre Urbanización, Ornato Público y Construcción, No. 675, del 14 de agosto de 1944.",15/05/1950,Ley #2387,"También se conoce como Ley sobre Urbanización, Ornato Público y Construcción",Proyecto de Ley,
4127,31,5407-5440,5425,"Proyecto de ley por virtud de los cuales se introducen modificaciones a la ley que crea el Consejo Nacional de la Tuberculosis, a la Ley sobre la Cruz Roja Dominicana y a la Ley sobre Subsidios del Estado en provecho del Consejo Nacional de la Tuberculosis, la Cruz Roja Dominicana y la Liga Dominicana contra el Cáncer.",17/05/1950,"Leyes #2388, 2389 y 2390",,Proyecto de Ley,
4128,31,5407-5440,5426,"Proyecto de resolución por cuyo medio se prorroga hasta por sesenta días más, a contar del 28 de mayo del corriente año, la actual Legislatura Ordinaria, iniciada el día 27 de febrero de 1950.",18/05/1950,Resolución #2396,,Resolución,
4129,31,5407-5440,5427,"Proyecto de resolución aprobatoria del contrato suscrito entre el Estado dominicano y la Sociedad Luis Felipe Rojas C. por A., en fecha 13 de abril de 1950. ",20/05/1950,Resolución #2398,,Resolución,
4130,31,5407-5440,5428,"Proyecto de resolución aprobatoria del contrato intervenido entre el Estado dominicano y el señor Salvador A. Catrain G., en fecha 11 de abril de 1950.",20/05/1950,Resolución #2399,,Resolución,
4131,31,5407-5440,5429,"Ley por cuyo medio se dispone una nueva forma de recaudación para los impuestos especiales que cobran las aduanas, además de los derechos arancelarios. ",24/05/1950,Ley #2397,,Proyecto de Ley,
4132,31,5407-5440,5430,Proyecto de resolución aprobatoria del contrato intervenido entre el Estado dominicano y el señor Félix Cornelio en fecha 10 de mayo de 1950.,26/05/1950,Resolución #2412,,Resolución,
4133,31,5407-5440,5431,Proyecto de resolución aprobatoria del contrato suscrito entre el Estado dominicano y el señor Juan Antonio Jiménez. ,26/05/1950,Resolución #2413,,Resolución,
4134,31,5407-5440,5432,Proyecto de resolución aprobatoria del contrato intervenido entre el Estado dominicano y la señora Aurora Mesa de Tejeda.,26/05/1950,Resolución #2414,,Resolución,
4135,31,5407-5440,5433,Proyecto de ley por virtud del cual se fijan las condiciones que deben cumplir los funcionarios y empleados públicos para tener derecho al cobro de sus sueldos.,27/05/1950,Resolución #2429,,Proyecto de Ley,
4136,31,5407-5440,5434,Proyecto de resolución aprobatoria del contrato intervenido entre el Estado dominicano y el señor Pedro Antonio González Tejeda.,27/05/1950,Resolución #2403,,Resolución,
4137,31,5407-5440,5435,"Resolución aprobatoria del contrato suscrito el 24 de mayo del año en curso entre el Estado y la Sociedad Industrial Dominicana, C. por A.",27/05/1950,Resolución #2415,,Resolución,
4138,31,5407-5440,5436,"Proyecto de ley por cuyo medio se establece que no es indispensable la condición de abogado para ser juez de paz o suplente en el Distrito de Santo Domingo, en las comunas cabeceras de provincias y en la común de Salcedo.",29/05/1950,Ley #2416,,Proyecto de Ley,
4139,31,5407-5440,5437,"Proyecto de ley por el cual se dispone que las adjudicaciones de bienes en favor del Estado, obtenidas como consecuencia del ejercicio de cualquier vía de ejecución, no podrán dar lugar a ninguna acción ni reclamación contra el Estado o sus causa-habientes",03/06/1950,Ley #2431,,Proyecto de Ley,
4140,31,5407-5440,5438,"Proyecto de ley por el cual se concede amnistía, plena y total a todas las personas que intervinieron en el hecho ocurrido en el Seibo el 28 de diciembre de 1934.",05/06/1950,Ley #2430,,Proyecto de Ley,
4141,31,5407-5440,5439,"Resolución aprobatoria del nombramiento diplomático expedido por el Poder Ejecutivo en favor del embajador José Ramón Rodríguez, como representante de la República Dominicana en el consejo de la Organización de los Estados Americanos. ",06/06/1950,-,,Resolución,
4142,31,5407-5440,5440,Proyecto de ley por medio del cual dispone la cual se dispones que el Superintendente de Bancos sea ex oficio miembro asesor del Consejo de Directores del Banco de Reservas y del Comité Agrícola e Hipotecario del Banco de Crédito Agrícola e Industrial.,06/06/1950,-,,Proyecto de Ley,
4143,32,5441-5469,5441,"Ley por cuyo medio se sustituye la Ley No. 2051 del 24 de noviembre de 1928, sobre asistencia económica obligatoria de los padres para los hijos, con todas sus modificaciones.",06/06/1950,-,,Proyecto de Ley,
4144,32,5441-5469,5442,Resolución por cuyo medio se aprueba un contrato entre el Estado Dominicano y la señora María Begasso Vda. Guillot.,04/06/1950,-,,Resolución,
4145,32,5441-5469,5443,Resolución del contrato entre el Estado Dominicano y la señora María Elías Sen de Paulino.,07/06/1950,-,,Resolución,
4146,32,5441-5469,5444,Resolución aprobatoria del contrato entre el Estado Dominicano y los señores José y Lorenzo Saldaña Galán.,07/06/1950,-,,Resolución,
4147,32,5441-5469,5445,Resolución aprobatoria del contrato entre el Estado Dominicano y el señor Delfín Arias Tapia.,07/06/1950,-,,Resolución,
4148,32,5441-5469,5446,"Resolución aprobatoria del contrato de venta suscrito en fecha 26 de mayo de 1950, entre el Estado Dominicano y el señor Martín Rodríguez ( Lucía).",07/06/1950,-,,Resolución,
4149,32,5441-5469,5447,"Resolución aprobatoria del contrato intervenido entre el Estado Dominicano t el señor Homero Castillo y Castillo,",07/06/1950,-,,Resolución,
4150,32,5441-5469,5448,Resolución aprobada del contrato intervenido entre el Estado dominicano y el señor Marcos Ant. Delgado,07/06/1950,Resolución #2410,,Resolución,
4151,32,5441-5469,5449,Resolución aprobatoria del contrato intervenido entre el Estado dominicano y el Sr. Félix M. Abreu Arias,07/06/1950,Resolución #2411,,Resolución,
4152,32,5441-5469,5450,Proyecto de ley por el cual se asigna a las hermanas Juana Bautista Rondón y Generosa Bautista Rondón una pensión mensual de $22.50,10/06/1950,Ley #2425,,Proyecto de Ley,
4153,32,5441-5469,5451,Resolución que aprueba el Tratado Americano  de Soluciones Pacíficas (Pacto de Bogotá).,13/06/1950,Resolución #2428,,Resolución,
4154,32,5441-5469,5452,Proyecto de resolución aprobatoria del contrato intervenido entre el Estado dominicano y la Central Romana Corporation.,13/06/1950,Resolución #2434,,Resolución,
4155,32,5441-5469,5453,Ley por cuyo medio se aprueba una resolución del ayuntamiento de la común de Dajabón que da el nombre de Profesor Emilio Batista a una calle de esa común.,13/06/1950,Ley #2438,,Proyecto de Ley,
4156,32,5441-5469,5454,Ley por cuyo medio se modifica el artículo 21 de la Ley sobre Distribución  de Aguas  Públicas y se agrega un segundo párrafo al artículo 22 de la misma ley. ,14/06/1950,Ley #2423,,Proyecto de Ley,
4157,32,5441-5469,5455,Ley sobre exoneraciones de impuesto y derechos fiscales de exportación para los muebles terminados o semi-terminados confeccionados con maderas preciosas del país. ,14/06/1950,Ley #2422,,Proyecto de Ley,
4158,32,5441-5469,5456,Resolución por cuyo medio se aprueba un contrato suscrito entre el Estado dominicano y el señor Miguel Ángel Casado. ,14/06/1950,Resolución #2437,,Resolución,
4159,32,5441-5469,5457,Proyecto de resolución aprobatoria del contrato suscrito entre el Estado dominicano y el señor Virgilio Trujillo Molina.,17/06/1950,Resolución #2433,,Resolución,
4160,32,5441-5469,5458,Proyecto de resolución aprobatoria del contrato suscrito entre el Estado dominicano y el señor José del Carmen Mendoza y Pérez.,18/06/1950,Resolución #2435,,Resolución,
4161,32,5441-5469,5459,"Ley por la cual se dispone que a partir del 1°de julio del año en curso, la Dirección General de Bienes Nacionales se denominara Administración General de Bienes Nacionales, bajo la dependencia de la Secretaria de Estado de Economía Nacional, y se crea una comisión asesora de dicha administración general.",19/06/1950,Ley #2424,,Proyecto de Ley,
4162,32,5441-5469,5460,Proyecto de ley por el cual se dispone que a partir del 1° de julio del año en curso el Consejo Nacional de la Tuberculosis y la Cruz Roja Dominicana funcionen bajo la jurisdicción de la Secretaría de Estado de Previsión Social.,19/06/1950,Ley #2419,,Proyecto de Ley,
4163,32,5441-5469,5461,Ley por cuyo medio se agrega un artículo cuarto a la ley de Amnistía.,20/06/1950,Ley #2418,,Proyecto de Ley,
4164,32,5441-5469,5462,"Ley por cuyo medio se deroga el artículo 3° de la Ley No. 2386 del 20 de mayo del año en curso, en que se dispone que los envases en que se introduzcan grasas comestibles paguen los impuestos correspondientes a cada tipo, de acuerdo de acuerdo con los aforos arancelarios respectivos.",20/06/1950,Ley #2426,,Proyecto de Ley,
4165,32,5441-5469,5463,"Ley que dispone que a partir del 1° de julio del año en curso, la Dirección General de la Cédula Personal de Identidad funcionara bajo el control y dependencia de la Procuraduría General de la República. ",20/06/1950,Ley #2427,,Proyecto de Ley,
4166,32,5441-5469,5464,"Ley por cuyo medio se dispone la emisión de Bonos de la República por valor de RD$4,800.000.00, a un interés de 5% anual y vencedero el primero de diciembre de 1950.",20/06/1950,Ley #2417,,Proyecto de Ley,
4167,32,5441-5469,5465,Ley sobre Viviendas para los Maestros al Servicio del Estado.,20/06/1950,Ley #2420,,Proyecto de Ley,
4168,32,5441-5469,5466,Ley por cuyo medio se transfiere la suma de RD$334.846.81 dentro de varios capítulos de la vigente Ley de Gastos Públicos.,20/06/1950,Ley #2421,,Proyecto de Ley,
4169,32,5441-5469,5467,Ley por medio del cual se modifican los párrafos I y II del artículo 4 de la Ley sobre Barrios de Mejoramiento Social vigente.,17/06/1950,Ley #2440,,Proyecto de Ley,
4170,32,5441-5469,5468,"Proyecto de ley relativo a la designación de nombres a las provincias, comunes, distritos municipales y otras divisiones políticas del territorio nacional.  ",17/06/1950,Ley #2439,,Proyecto de Ley,
4171,32,5441-5469,5469,"Proyecto de ley por el cual se atribuyen de pleno derecho las funciones notariales a los abogados que desempeñen los cargos de Juez de Paz o de Suplentes, en sus respectivas jurisdicciones, mientras ejerzan las referidas funciones judiciales.",20/06/1950,Ley #2462,,Proyecto de Ley,
4172,33,5470-5488,5470,"Proyecto de ley por medio del cual se agrega al artículo 30 de la Ley de Impuesto sobre Documentos No. 2254, del 14 de febrero de 1950, los avisos de accidentes del trabajo.",24/06/1950,Ley #2455,,Proyecto de Ley,
4173,33,5470-5488,5471,Resolución aprobatoria del contrato suscrito entre el Estado dominicano y el señor Amable Cruceta.,21/06/1950,Resolución #2446,,Resolución,
4174,33,5470-5488,5472,"Resolución aprobatoria del contrato intervenido entre el Estado dominicano y la señora Ángela Chiappini viuda Rodríguez, en fecha 24 de mayo de 1950.",21/06/1950,Resolución #2447,,Resolución,
4175,33,5470-5488,5473,"Resolución aprobatoria del contrato intervenido entre el Estado dominicano y los señores José y Lorenzo Saldaña Galán, en fecha 26 de mayo de 1950.",21/06/1950,Resolución #2445,,Resolución,
4176,33,5470-5488,5474,Proyecto de ley por el cual se modifica el artículo 4 de la ley que establece los Tribunales Tutelares de Menores.,24/06/1950,Ley #2449,,Proyecto de Ley,
4177,33,5470-5488,5475,"Proyecto de ley por cuyo medio se dispone que todos los deberes y atribuciones que han correspondido hasta ahora a la Policía Especial de Carreteras, corresponderán a la Policía Nacional; y que, en consecuencia, en todas las leyes en que se diga “Policía Especial de Carreteras”, se entenderá que se dice “Policía Nacional”.",01/07/1950,Ley #2450,,Proyecto de Ley,
4178,33,5470-5488,5476,"Proyecto de ley por medio del cual se hace inembargable los sueldos, salarios y pensiones de empleados y trabajadores particulares, salvo por la tercera parte de su importe mensual. ",03/07/1950,Ley #2453,,Proyecto de Ley,
4179,33,5470-5488,5477,"Proyecto de ley por el cual se dispone que mediante la reforma del artículo 25 de la ley correspondiente, uno de los miembros de la Cámara de Cuentas establezca permanentemente su residencia en Santiago, a fin de que presida la Comisión de Control y Vigilancia de las Especies Timbradas que allí se impriman, y las demás operaciones de control indicadas en el artículo 15 de la misma ley.",03/07/1950,Ley #2465,,Proyecto de Ley,
4180,33,5470-5488,5478,"Resolución aprobada del contrato intervenido entre el Estado dominicano y el señor Vicente Martínez, en fecha 20 de junio de 1950.",03/07/1950,Resolución #2464,,Resolución,
4181,33,5470-5488,5479,Resolución aprobatoria del contrato suscrito entre el Estado dominicano y la señora Julieta Molina de Rodríguez.,03/07/1950,Resolución #2463,,Resolución,
4182,33,5470-5488,5480,Proyecto de ley en virtud del cual se agregan tres párrafos al artículo 283 del Código de Procedimiento Sanitario. ,04/07/1950,Ley #2452,,Proyecto de Ley,
4183,33,5470-5488,5481,"Ley por cuyo medio se introducen modificaciones a la Ley No. 463 del 23 de diciembre de 1943, y la denomina ley sobre Deportes.",06/07/1950,Ley #2460,,Proyecto de Ley,
4184,33,5470-5488,5482,"Resolución aprobatoria del nombramiento diplomático expedido por el Poder Ejecutivo a favor del señor Carlos Manuel Pellerano Jiménez, como agregado de embajadas y legaciones. ",08/07/1950,Resolución #2448,,Resolución,
4185,33,5470-5488,5483,"Proyecto de ley por cuyo medio se modifican los artículos 15, 138, 157 y 211 del Código de Justicia Militar, Ley No. 1748 del 23 de junio de 1948.",08/07/1950,Ley #2454,,Proyecto de Ley,
4186,33,5470-5488,5484,"a)      Proyecto de ley por medio del cual se establece que los asuntos de inmigración estarán sujetos a la decisión conjunta del Secretario de Estado de lo Interior y Policía y el Procurador General de la República, salvo los asuntos que la ley de Inmigración reserve al Presidente de la República.
b)      Proyecto de ley que modifica la Ley de Secretaría de Estado. ",09/07/1950,Ley #2455 y 2456,,Proyecto de Ley,
4187,33,5470-5488,5485,"Proyecto de ley por medio de la cual se transfiere la suma de RD$377,709.80 dentro de varios capítulos de la vigente Ley de Gastos Públicos.",11/07/1950,Ley #2457,,Proyecto de Ley,
4188,33,5470-5488,5486,"Ley por cuyo medio se convoca a las asambleas electorales correspondientes al territorio que constituirá desde el 1° de enero de 1951 la nueva provincia de Santiago Rodríguez, para que se reúnan extraordinariamente el día primero de octubre del presente año 1950 y procedan a la elección por voto directo de un senador y dos diputados al Congreso Nacional.",11/07/1950,Ley #2458,,Proyecto de Ley,
4189,33,5470-5488,5487,"Ley por medio del cual se modifica a contar del día 1° de enero de 1951, el párrafo 944 del Arancel de Importación y Exportación, para que la importación de ajos tenga un aforo de RD20.00 por 100 kilos netos.",11/07/1950,Ley #2459,,Proyecto de Ley,
4190,33,5470-5488,5488,Ley sobre Especies Timbradas.,12/07/1950,Ley #2461,,Proyecto de Ley,
4191,34,5524-5557,5524,"Proyecto de ley que establece que la administración de todos los bienes y negocios de la Chocolatera Sánchez, empresa perteneciente al Estado, estará a cargo de la Secretaría de Estado de Economía Nacional y autoriza al Poder Ejecutivo para disponer por medio de reglamentos e instrucciones todos los detalles de esa administración, así como la forma en que la Administración Nacional de Bienes Nacional debe obtener los inventarios de los bienes muebles o inmuebles constitutivos de la empresa ya mencionada.",04/08/1950,Ley #2503,,Proyecto de Ley,
4192,34,5524-5557,5525,Proyecto de ley en virtud del cual se agrega un primer párrafo al artículo 13 de la Ley de Carreteras y Tránsito por la Mismas,14/08/1950,Ley #2501,,Proyecto de Ley,
4193,34,5524-5557,5526,Resolución aprobatoria del contrato intervenido entre el Estado dominicano y el señor Lic. Julián Suardy Henríquez en fecha 2 de agosto de 1950.,20/08/1950,Resolución #2506,,Resolución,
4194,34,5524-5557,5527,"Proyecto de ley que instituye desde el 1° de enero d 1951 un Gobernador Civil en el Distrito de Santo Domingo, con las funciones propias de los gobernadores según la Ley de Organización Provincial y otras leyes, y limite a los deberes y atribuciones de carácter municipal la competencia y misión del Consejo Administrativo y de su Presidente.",20/08/1950,Ley #2500,,Proyecto de Ley,
4195,34,5524-5557,5528,Proyecto de resolución aprobatoria del contrato suscrito entre el Estado dominicano y el señor Luis Manuel Cáceres,21/08/1950,Resolución #2505,,Resolución,
4196,34,5524-5557,5529,"Ley por la cual se dispone que la recaudación del Impuesto de Patentes en el Distrito de Santo Domingo, en las comunes cabeceras de provincia y en las comunes que no sean cabeceras de provincia pero que cuenten con Colecturías de Rentas Internas, esté a cargo de las respectivas colecturías. ",22/08/1950,Ley #2502,,Proyecto de Ley,
4197,34,5524-5557,5530,Proyecto de resolución por cuyo medio se modifica el párrafo de la resolución No. 396-bis que confiere al general Rafael Leónidas Trujillo Molina el título de Benefactor de la Patria.,23/08/1950,Resolución 2409,,Resolución,
4198,34,5524-5557,5531,"Proyecto de resolución aprobatoria del contrato suscrito entre el Gobierno de la República Dominicana, por si, y en representación del honorable ayuntamiento de la común de Jarabacoa, y la Compañía Eléctrica de Santo Domingo, C. por A., en fecha 22 de agosto de 1950.",29/08/1950,Resolución #2520,,Resolución,
4199,34,5524-5557,5532,"Proyecto de resolución aprobatoria del contrato suscrito entre el Gobierno de la República Dominicana, por si, y en representación del honorable ayuntamiento de la común de Monseñor Nouel, y la Compañía Eléctrica de Santo Domingo, C. por A., en fecha 22 de agosto de 1950.",29/08/1950,Resolución #2521,,Resolución,
4200,34,5524-5557,5533,"Resolución aprobatoria de los nombramientos diplomáticos expedidos por el Poder Ejecutivo a favor de los señores Rafael Matos Díaz como enviado extraordinario y ministro plenipotenciario de la República Dominicana en Honduras; Federico A. Didiez Burgos, como primer secretario de embajadas y legaciones y el doctor Nelson R. Calderón, como agregado sanitario honorifico de la delegación dominicana en las Naciones Unidas.",02/09/1950,Resolución #2507,,Resolución,
4201,34,5524-5557,5534,"Proyecto de ley por el cual se dispone que, a partir del 1° de enero del año próximo, se especialice en la Tesorería de la República la mitad del uno por ciento de todos los ingresos destinados al fondo general de la Ley de Gastos Públicos, procedentes de rentas del estado para la formación de un fondo permanente con cargo el cual se paguen las solicitudes de reembolso por cualquier concepto.",02/09/1950,Ley #2512,,Proyecto de Ley,
4202,34,5524-5557,5535,"Proyecto de resolución aprobatoria del contrato suscrito entre el Estado dominicano y el señor David Paiewonski, en fecha 2 de abril de 1948.",03/09/1950,Resolución #2517,,Resolución,
4203,34,5524-5557,5536,Proyecto de resolución aprobatoria del contrato intervenido entre el Estado dominicano y el señor José Martes Crisóstomo en fecha 3 de julio del año 1950.,03/09/1950,Resolución #2516,,Resolución,
4204,34,5524-5557,5537,Proyecto de ley por cuyo medio se modifica el artículo 5 de la ley que crea el Consejo Nacional de la Tuberculosis.,03/09/1950,Ley #2514,,Proyecto de Ley,
4205,34,5524-5557,5538,"Proyecto de ley para facilitar, por un tiempo, el matrimonio de las personas que viven en estado de amancebamiento, la legitimación de sus hijos, así como las declaraciones de nacimientos, problema este de la misma índole social.",05/09/1950,Ley #2513,,Proyecto de Ley,
4206,34,5524-5557,5539,"Proyecto de resolución aprobatoria del contrato suscrito el día 15 de agosto de 1950, entre el Estado dominicano y el señor Manolo Burgos.",06/09/1950,Resolución #2515,,Resolución,
4207,34,5524-5557,5540,"Resolución aprobatoria del contrato suscrito el día 26 de agosto de 1950 entre el Estado dominicano y el Banco de Reservas de la República Dominicana, por virtud del cual el banco establece a favor del Estado un crédito reconductivo de hasta la suma de RD$6000,000.00 que será destinado al pago de las nóminas de jornales de las diferentes secretarías de estado del Gobierno dominicano.",05/09/1950,Resolución #2508,,Resolución,
4208,34,5524-5557,5541,"Ley por el cual se modifica el párrafo 375 del artículo 4 de la ley de Aranceles, que había sido reformado por la Ley No. 2386 de este año. ",06/09/1950,Ley #2511,,Proyecto de Ley,
4209,34,5524-5557,5542,"Ley por cuyo medio se transfiere la suma de RD$ 207,719.41, dentro de varios capítulos de la vigente Ley de Gastos Públicos para el año 1950",12/09/1950,Ley #2510,,Proyecto de Ley,
4210,34,5524-5557,5543,"Proyecto de ley por cuyo medio las aduanas de la República despacharan libres de todo impuesto o derecho de importación los noticieros cinematográficos hechos o acabados en cualquier país extranjero, que hayan sido impresionados en la República Dominicana.",12/09/1950,Ley #2519,,Proyecto de Ley,
4211,34,5524-5557,5544,"Resolución aprobatoria del nombramiento diplomático expedido por el Poder Ejecutivo a favor del señor Rafael Morales, como agregado de la Legación de la República Dominicana en Cuba",15/09/1950,Resolución #2522,,Resolución,
4212,34,5524-5557,5545,Proyecto de ley por medio del cual se modifica el párrafo I del artículo 15 de la Ley sobre División Territorial de la República.,18/09/1950,Ley #2528,,Proyecto de Ley,
4213,34,5524-5557,5546,"Proyecto de ley por medio del cual se introducen modificaciones en los artículos 3 y 4 a la ley que establece los Tribunales Tutelares de Menores que fueron creados como una jurisdicción especial, desde el año 1941.",19/09/1950,Ley #2529,,Proyecto de Ley,
4214,34,5524-5557,5547,"Proyecto de ley por cuyo medio los efectos de la ley de Amnistía se prolonguen por sesenta días más, a contra del 28 de septiembre, de modo que los que no se hayan acogido a ella puedan hacerlo todavía hasta el 28 de noviembre del presente año.",19/09/1950,Ley #2523,,Proyecto de Ley,
4215,34,5524-5557,5548,Proyecto de resolución por cuyo medio el Congreso Nacional da público testimonio de la satisfacción que siente por haber sido elegida Ciudad Trujillo sede de las Reuniones del Comité Ejecutivo y Consejo Directivo de la Organización Sanitaria Panamericana y de la XIII Conferencia Sanitaria Panamericana.,23/09/1950,Resolución #2524,,Resolución,
4216,34,5524-5557,5549,Proyecto de ley por medio del cual se cambia la denominación de varias secretarías de estado.,24/09/1950,Ley #2525,,Proyecto de Ley,
4217,34,5524-5557,5550,Ley por cuyo medio se asigna una pensión del Estado de doscientos pesos oros mensuales a la señora Julia Bonnelly Vda. Hernández.,27/09/1950,Ley #2531,,Proyecto de Ley,
4218,34,5524-5557,5551,"Ley por cuyo medio se modifican los artículos 93, 94, 98 y 107 de la Ley de Vías de Comunicaciones.",28/09/1950,Ley #2530,,Proyecto de Ley,
4219,34,5524-5557,5552,Ley por medio del cual se crea un organismo que se denominará “Comisión de Prevención de Incendios”.,04/10/1950,Ley #2527,,Proyecto de Ley,
4220,34,5524-5557,5553,"Ley por cuyo medio se modifica nuevamente el artículo 410 del Código Penal, sobre juego de azar.",04/10/1950,Ley #2536,,Proyecto de Ley,
4221,34,5524-5557,5554,Resolución aprobatoria del contrato intervenido entre el Estado dominicano y el señor Juan Fermín Núñez. ,08/10/1950,Resolución 2545,,Resolución,
4222,34,5524-5557,5555,"Resolución aprobatoria del contrato intervenido entre el Estado dominicano y el señor Nicanor Estrella, en fecha 10 de enero de 1950.",08/10/1950,Resolución #2544,,Resolución,
4223,34,5524-5557,5556,"Ley por el cual se coloca la Comisión de Defensa del Café y del Cacao, bajo la dependencia de la Secretaría de Estado de Agricultura, Pecuaria y Colonización, de modo que de sus atribuciones actuales solo conserve las que se refieren al fomento agrícola del café y del cacao. ",15/10/1950,Ley #2539,,Proyecto de Ley,
4224,34,5524-5557,5557,Resolución aprobatoria del nombramiento diplomático expedido por el Poder Ejecutivo a favor del señor licenciado René Malagón Morel como enviado extraordinario y ministro plenipotenciario de la República en El Salvador.,15/10/1950,Resolución #2533,,Resolución,
4225,35,5558-5582,5558,Resolución aprobatoria del contrato intervenido entre el Estado dominicano y el señor R. Fausto Pichardo.,17/10/1950,Resolución #2547,,Resolución,
4226,35,5558-5582,5559,"Resolución aprobatoria del contrato intervenido entre el Estado dominicano y el señor Hipólito Echavarría de Kiny, en fecha 26 de septiembre de 1950.",17/10/1950,Resolución #2546,,Resolución,
